Code,f1_Code,f2_Subset,f3_Datasource,f4_Authors,f5_MAreaD,f6_MAreaH,f7_Family,f8_Glottocode,f9_ISO,f10_Genus,f11_Languagename,f12_Reconstructed,f13_Source_form,f14_Source_meaning,f15_Source_meaning_simp,f16_Source_Labelgroup,f17_Target_form,f18_Target_meaning,f19_Target_meaning_simp,f20_Target_Labelgroup,f21_Ex,f22_Ex_gloss,f23_Ex_translation,f24_Ex_reference,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
,23019,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,sogd1245,sog,Iranian,Sogdian,Proto-Iranian,√*baw,'become','become',LEXICAL,bw-,POTENTIAL for MIDDLE voice / PASSIVE,MIDDLE,VALENCY CHANGE,npˀstˀ bw-t ,lie_down.PP.POT become.PRS-3SG,'(s/he) can lie down',Korn 2013: 37,,3,2,3,1,1,2,1,1,1,0,1,0,0,1,0,0
,23020,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,sogd1245,sog,Iranian,Sogdian (Manichean),(synchronically transparent),skwn,'remain','remain',LEXICAL,skwn,PROGRESSIVE,PROGRESSIVE,ASPECT,tˀš-nd=skwn ,cut.IPFV-3PL=IPFV ,'they were cutting',Korn 2020: 482,,3,2,3,3,1,4,4,1,1,0,1,1,0,1,1,0
,23021,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,yagn1238,yai,Iranian,Yaghnobi,Proto-Iranian,*hišta-,'stand' (in PRESENT),'stand',LEXICAL,=išt ,PRESENT TENSE,PRESENT,TENSE,wēn-om=išt ,see.PRS-1SG=PRS ,'I see / am seeing',Korn 2020: 482,,3,2,4,2,4,4,4,1,1,1,1,1,1,1,1,0
,23022,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,osse1243,oss,Iranian,Ossetic,Proto-Iranian,*dāta-,'put' (in PAST),'put',LEXICAL,-t-,TRANSITIVE PAST endings (here: 1SG.TR),PAST,TENSE,xis-t-on ,graze.PST-PST.TR-1SG ,'I grazed' (TR),Korn 2020: 474,,4,2,4,3,4,4,3,1,1,1,1,1,1,1,1,0
,23023,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,pahl1241,pal,Iranian,Middle Persian,Proto-Iranian,*kū,'where',W-QUESTION,QUESTION,kū,COMPLEMENTIZER,COMPLEMENTIZER,CONJUNCTION,u-mān kāmag kū ōy ō dar ī amā frēst-ēh,and=we.OBL wish SUB s/he to court EZ we send.PRS-2SG,'And it is our wish that you send him to our court.',Öhl & Korn 2006: 148,,3,2,2,1,2,3,1,1,0,0,1,0,1,1,0,0
,23024,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,Persian,Proto-Iranian,*kahya,interrogative (GENITIVE),W-QUESTION,QUESTION,ke,general subordinator,SUBORDINATOR,CONJUNCTION,raft-am ke ān ketāb=rā be-xar-am. ,go.PST-1SG SUB DEM book=FOC SBJV-buy.PRS-1SG,'I went / left (in order) to buy that book.',Korn (personal communication),,3,2,2,2,2,3,4,1,0,1,1,1,1,1,1,0
,23025,other sources,Handbook,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,jude1256,jdt,Iranian,Tat (Jewish),Proto-Iranian,*-iyaθwa-,abstract noun suffix,NOMINALIZER,LEXICAL,=ho,COMPLEMENTIZER,COMPLEMENTIZER,CONJUNCTION,e=čum=yu xuš bi=yo-v=ho ,LOC=eye=PC3SG WELL SBJV=come-3SG=NOM ,'(something that) pleased him',Korn 2020: 489,changed from nominal suffix to sentence clitic (Bondedness 3 > 2),3,2,2,2,2,1,4,1,0,1,1,1,1,0,0,0
,23026,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*pršta- ,'back (body part)','back (body part)',LEXICAL,pušt,BEHIND (adposition),BEHIND,CASE/ADPOSITION,lōg-ē pušt-ā,house.GEN back-OBL,'behind the house',Korn (personal communication),,3,2,2,1,1,2,4,1,1,1,1,0,0,1,1,0
,23027,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,New Persian,Proto-Iranian,*tanu-,'body','body',LEXICAL,tan,INTENSIVE-REFL,INTENSIFIER,OTHER,xīš-tan,self-REFL,'oneself',Korn (personal communication),,3,2,2,3,1,4,4,1,1,1,1,1,0,1,1,0
,23028,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2368,bgn,Iranian,Balochi (Western),Proto-Iranian,*āi- / *āgata- (+ ki),'come' (+ COMPLEMENTIZER),'come',LEXICAL,"āy-, āt (ki)",PROSPECTIVE (IMMEDIATE FUTURE),"FUTURE, NEAR",TENSE,āt ki dār-ānā baḍḍ kan-t,come.PST.3SG SUB wood-OBJ.PL back do.PRS-3S,'he was going to load up the wood on his back',Jahani & Korn 2009: 674,,3,2,3,1,2,2,1,1,1,1,1,0,1,1,0,0
,23029,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*āi- / *āgata- ,'come' ,'come',LEXICAL,"āy-, āt",CHANGE-OF-STATE (vector verb for starting of an action),CHANGE-OF-STATE,ASPECT,dar ā goš-ī ,out come.PRS3SG say.PRS-3SG,"'s/he sets out to speak, starts to speak'",Korn & Nourzaei 2019: 648,,3,2,2,1,2,2,1,1,1,0,1,0,1,1,0,0
,23030,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,jude1256,jdt,Iranian,Tat (Jewish),Proto-Iranian,*āgata-,"
'come' (in PAST)",'come',LEXICAL,omor-,PASSIVE aux,PASSIVE,VALENCY CHANGE,küšd-e omor-e,kill.PST-PRF come.PST-PRF,'(they) were killed',Korn 2020: 488,,3,1,3,1,3,3,1,1,1,0,1,0,1,1,0,0
,23031,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,taly1247,tly,Iranian,Talyshi,(synchronically transparent),=m,COPULA (here: 1SG),COPULA,COPULAIC,=m,FOCUS,FOCUS,INFORMATION STRUCTURE DEVICES,-,-,-,,"COP detaches from verb form and attaches to item in focus; it was not possible to give a showcase example, cf. Stilo 2008: 382-383",4,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0
,23032,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(synchronically transparent),(V(INF)-ī) ą,(INF-FUTURE PARTICIPLE) COP (here: 1SG),COPULA,COPULAIC,V(INF)-ī ą,FUTURE,FUTURE,TENSE,man rawag-ī ą ,I go.INF-PTCP.FUT COP1SG,'I am about to go',Jahani & Korn 2009: 677,,3,2,3,1,2,2,1,1,1,0,1,0,1,0,0,0
,23033,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(synchronically transparent),(V(INF)-ī) int ,(INF-FUTURE PARTICIPLE) COP (here: 3SG),COPULA,COPULAIC,V(INF)-ī int ,OBLIGATION,D-NECESSITY,MODALITY,manā rawag-ī int,I.DAT go.INF-PTCP.FUT COP3SG,'I have to go',Jahani & Korn 2009: 677,,3,2,3,1,2,2,1,1,1,0,1,0,1,0,0,0
,23034,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(synchronically transparent),(V(INF)-ā) ã,(INF-OBL) COP (here: 1SG),COPULA,COPULAIC,V(INF)-ā ã,PROGRESSIVE,PROGRESSIVE,ASPECT,gušag-ā ã,say.INF-OBL COP1SG,'I am saying',Jahani & Korn 2009: 675,,3,2,4,1,2,2,1,1,1,0,1,0,1,0,0,0
,23035,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,sogd1245,sog,Iranian,Sogdian,Proto-Iranian,*hau,DEMONSTRATIVE (3SG M DISTAL),DEMONSTRATIVE,DEMONSTRATIVE,(ə)xu,COPULA,COPULA,COPULAIC,rty ʾmyn wʾtδʾry ZK ptkʾrʾkH xyδ wʾrʾk prγnH ʾxw,and ART.GEN living.OBL ART appearance same empty mark DEM,'and this being's appearance is in fact the sign of emptiness',Korn 2011: 55,,2,2,2,1,2,3,1,1,0,0,0,0,1,1,0,0
,23036,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,nucl1276,pus,Iranian,Pashto,Proto-Iranian,*aita-,DEMONSTRATIVE (3SG M),DEMONSTRATIVE,DEMONSTRATIVE,dəy,COPULA (here: 3SG M),COPULA,COPULAIC,dǝy,COP3SG,'(s/he) is',Korn 2020: 477,,2,2,2,1,2,3,4,1,0,1,0,0,1,1,1,0
,23037,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,sogd1245,sog,Iranian,Sogdian,Proto-Iranian,*hau,DEMONSTRATIVE (3SG M DISTAL),DEMONSTRATIVE,DEMONSTRATIVE,(ə)xu,DEFINITE ARTICLE (here: M),DEFINITE,DEFINITENESS,xu wīnā,ART/DEM lute,'the lute',Yoshida 2009: 315,,3,2,3,1,3,2,1,1,1,0,1,0,1,1,0,0
,23038,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,fars1255,fas,Iranian,Persian,Proto-Iranian,*awahya,DEMONSTRATIVE (GENITIVE),DEMONSTRATIVE,DEMONSTRATIVE,ū,PERSONAL PRO (3rd person),PERSONAL PRONOUN,PRONOUN/PROVERB,ū goft,s/he say.PST,'s/he said',Korn (personal communication),,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0
,23039,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,zaza1246,zza,Iranian,Zazaki ,Proto-Iranian,*awa-,DEMONSTRATIVE,DEMONSTRATIVE,DEMONSTRATIVE,o,“ezâfe” (clitic linking head noun to depending elements),LINKER,OTHER,biray=o gird ,brother=EZ.M big,'the big (elder) brother',Paul 2009: 563,source not certain,3,2,4,3,1,4,1,1,1,0,1,1,0,1,0,0
,23040,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,fars1255,fas,Iranian,Persian,Proto-Iranian,*krnaw- / *krta-,'do' ,'do',LEXICAL,"kon-, kard",CAUSATIVE,CAUSATIVE,VALENCY CHANGE,penhān kardan,hiding do,'to hide (tr.)',Korn 2020: 473,,3,2,3,1,1,2,1,1,1,0,1,0,0,1,0,0
,23041,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,part1239,xpr,Iranian,Parthian,Proto-Iranian,*krnaw- / *krta-,'do' ,'do',LEXICAL,"kar-, kird",POTENTIAL ,E-POSSIBILITY,MODALITY,wind-ād kar-ēnd,find-PST do.PRS-3PL,'they can find',Korn 2013: 35,,3,2,3,1,1,2,1,1,1,0,1,0,0,1,0,0
,23042,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,khwa1238,xco,Iranian,Chorasmian,Proto-Iranian,*krnaw- / *krta-,'do' ,'do',LEXICAL,=k,POTENTIAL (particle),E-POSSIBILITY,MODALITY,ne=pard=k-i,NEG=restrain.PST=POT.PTC-2SG,'you can't restrain',Korn 2013: 36,,3,3,3,2,1,2,1,1,1,1,1,1,0,1,0,0
,23043,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,fars1255,fas,Iranian,Persian,Proto-Iranian,*daθ-,give' (in PRESENT),'give',LEXICAL,dā-,CAUSATIVE,CAUSATIVE,VALENCY CHANGE,ǰavāb dādan,reply give,'to answer',Korn (personal communication),,3,1,3,1,1,2,1,1,1,0,1,0,0,1,0,0
,23044,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,east2304,bgp,Iranian,Balochi (Eastern),Proto-Iranian,*šyuta-,'go' (in PAST),'go',LEXICAL,šuθ,CHANGE-OF-STATE (vector verb for INTRANSITIVEs),CHANGE-OF-STATE,ASPECT,udarθ=ō šuθ-a,explode.PST=PTC go.PST-PRF,'exploded',Korn 2020: 473,,3,2,2,1,1,3,1,1,1,1,1,0,0,1,0,0
,23045,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*šyuta-,'go' (in PAST),'go',LEXICAL,šut,CHANGE-OF-STATE (vector verb for initiating an action),CHANGE-OF-STATE,ASPECT,šod-a zed-ag-an,go-PRF seize-PRF-3PL,'went and fetched them (set out to get them)',Korn & Nourzaei 2019: 647,,3,2,2,1,1,2,1,1,1,1,1,0,0,1,0,0
,23046,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,dari1249,prs,Iranian,New Persian (Afghan),Proto-Iranian,*raw-,'go' (in PRESENT),'go',LEXICAL,raw-,CONTINUOUS,PROGRESSIVE,ASPECT,zad-a mē-raw-am,hit-PRF PRS-go-1SG,'I am hitting',Jeremiás 1993: 103,,3,2,3,1,1,2,1,1,1,0,1,0,0,1,0,0
,23047,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,New Persian,Proto-Iranian,*raw-,'go' (in PRESENT),'go',LEXICAL,rav-,PROXIMATIVE,PROXIMATIVE (ASPECT),ASPECT,mī-rav-ad be-šav-ad,PRS-go-3SG SBJV-become-3SG,'will be/become',Rafiei 2017: 255,,3,2,3,1,1,3,1,1,1,0,1,0,0,1,0,0
,23048,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,osse1243,oss,Iranian,Ossetic,Proto-Iranian,*šyaw-,'go' ('move forward' (in PRESENT)),'go',LEXICAL,cæu-,PASSIVE (analytical PASSIVE),PASSIVE,VALENCY CHANGE,aræst cæuı,make.PST go.3SG,'is made',Thordarson 1989: 475,(semantic change within New Persian 'move forward' > “become”),3,2,3,1,2,3,1,1,1,0,1,0,1,1,0,0
,23049,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,fars1255,fas,Iranian,New Persian,Proto-Iranian,*šyaw-,'go' ('move forward' (in PRESENT)),'go',LEXICAL,šod,PASSIVE (MEDIO-PASSIVE light verb),PASSIVE,VALENCY CHANGE,penhān šodan,hiding go/become,'to hide (itr.)',Korn 2020: 473,(semantic change within New Persian 'move forward' > “become”),3,2,3,1,2,2,1,1,1,0,1,0,1,1,0,0
,23050,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*sarah-,'head' (body part),'head',LEXICAL,sar,up' (adposition),UP (SPATIAL),CASE/ADPOSITION,lōg-ē sar-ā,house.GEN head-OBL,'on (top of) the house',Korn (personal communication),,3,2,2,1,1,2,4,1,1,1,1,0,0,1,1,0
,23051,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*hršta-,'leave' (in PAST),'leave',LEXICAL,išt,COMPLETIVE (vector verb),COMPLETIVE,ASPECT,gam-ān gētk o išt,grief-OBL.PL bring.PST and leave.PST,'left (us) in grief (grief seized and left)',Korn & Nourzaei 2019: 647,,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0
,23052,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,musl1236,ttt,Iranian,Tat (Muslim),(synchronically transparent),(b-)il,IRR-leave.IMP2SG,'leave',LEXICAL,(b-)il,HORTATIVE (IRR-leave.IMP2SG),HORTATIVE,MODALITY,b-il käläħ boš-ɨ,IMP-leave:2SG big SBJV:be-3SG,'Let him grow up',Suleymanov 2020: 161,b- is the element in ID 023013,3,2,3,1,1,3,4,1,1,1,1,0,0,1,1,0
,23053,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi ,(synchronically transparent),(b-)il,IRR-leave.IMP2SG,'leave',LEXICAL,(b-)il,PERMISSIVE (IRR-leave.IMP2SG),D-POSSIBILITY,MODALITY,b-el=ī hoš-ą,SBJV-leave.IMP2SG=PC3PL dry.PRS-3PL,'let them become dry',Korn & Nourzaei 2019: 646,b- is the element in ID 023013,3,2,2,1,1,3,4,1,1,1,1,0,0,1,1,0
,23054,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,Middle Persian,Proto-Iranian,*kām-,love' (in PRESENT),'love',LEXICAL,kām-,FUTURE,FUTURE,TENSE,ka=m kāmist namāz burdan,when=I.OBL wantPST praise carry.INF,'as I was about to carry out the praise',Korn 2017: 42,,3,2,3,1,3,1,1,1,1,0,1,0,1,0,0,0
,23055,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,abya1234,ntz,Iranian,Abyanei,Proto-Iranian,*kām-,'love' (in PRESENT),'love',LEXICAL,kVm-,FUTURE,FUTURE,TENSE,čūn tūp sedāy ziād a ... kömö tārsā,as canon voice much COP.3SG … FUT.3SG fear.PST,"'since the noise of the cannon is enormous, he'll be afraid'",Korn 2020: 484,,3,2,3,1,3,3,3,1,1,0,1,0,1,1,1,0
,23056,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,sogd1245,sog,Iranian,Sogdian,Proto-Iranian,*kām-,'love' (in PRESENT),'love',LEXICAL,kām,FUTURE (prefix),FUTURE,TENSE,ʾβyzy Lʾ βrt wn-ʾy=kʾm,bad NEG carry.PST do.PRS-2SG=FUT,'you will not be able to bear the hardship',Korn 2020: 483,,3,2,4,3,3,4,4,1,1,0,1,1,1,1,1,0
,23057,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,Persian,Proto-Iranian,*marta-,'man','man',LEXICAL,mard,MALE,MALE,NOUN CLASSIFICATION,X=e mard,X=EZ man,'a male X',Korn (personal communication),EZ = ezâfe (see above),2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,23058,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,nort2641,kmr,Iranian,Kurdish (Kurmanji),Proto-Iranian,*aiwaka(-ka)-,numeral 'one' (-DIM),'one',LEXICAL,-ek,INDEFINITE,INDEFINITE,DEFINITENESS,mal-ek,house-IND,'a house',Paul 1994: 22,,3,2,3,3,1,4,4,1,1,1,1,1,0,1,1,0
,23059,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*aiwa-,numeral 'one','one',LEXICAL,=ē,SINGULATIVE (individuation marker),SINGULATIVE (NUMBER),NUMBER,lōg=ē,house=IND,'a/one house / a specific house',Korn (personal communication),,3,3,3,2,1,4,4,1,1,1,1,1,0,1,1,0
,23060,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*wačy(-ayati),'say.PRS'(-3SG),'say',LEXICAL,guš-ī,EVIDENTIAL (say.PRS-3SG),EVIDENTIAL,EVIDENTIAL,goš-ī šēr ē šo,say.PRS-3SG lion DEM go.PST,'Someone says: This lion went away.',Korn & Nourzaei fthc.: 3.2.a),,3,2,2,1,1,3,3,1,1,0,1,0,0,1,1,0
,23061,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,Proto-Iranian,*wačy(-ayati),'say.PRS'(-3SG),'say',LEXICAL,šī,EVIDENTIAL (say.PRS.3SG),EVIDENTIAL,EVIDENTIAL,š-ī ǰa,say.PRS-3SG hit.PST,'It is said: [The lion] pushed […]',Korn & Nourzaei fthc.: 3.2.a),contracted form of the previous item (ID 23060); marker for narrative,3,3,2,1,1,3,4,1,1,1,1,0,0,1,1,0
,23062,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2368,bgn,Iranian,Balochi (Western),Proto-Iranian,*wačy(-anti),'say.PRS'(-PL),'say',LEXICAL,guš-an(t),EVIDENTIAL (say.PRS-3PL),EVIDENTIAL,MODALITY,goš-an(t) ...,say.PRS-3PL ...,'They (people) say: …',Nourzaei 2017: 141,operates like the two previous items (ID 23060 and ID 23061),3,2,2,1,2,3,3,1,1,0,1,0,1,1,1,0
,23063,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,shug1253,sgh,Iranian,Xufi (Pamir),Proto-Iranian,*arda-,'side','side',LEXICAL,-ard,LOCATIVE,LOCATIVE,CASE/ADPOSITION,am-ard,DEM-LOC,'there',Wendtland 2009: 184,,4,3,4,3,2,4,4,1,1,1,1,1,1,1,1,0
,23064,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(synchronically transparent),nešt,'sit' (in PAST),'sit',LEXICAL,nešt,COMPLETIVE (vector verb),COMPLETIVE,ASPECT,wārt-ant o nešt,eat.PST-3PL and sit.PST,"'s/he ate them up', lit. 'ate them and sat'",Nourzaei 2017: 146,,3,2,2,1,2,2,1,1,1,0,1,0,1,1,0,0
,23065,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(synchronically transparent),"zūr-, zīr- / zurt, zūrt",'take','take',LEXICAL,"zūr-, zīr- / zurt, zūrt",COMPLETIVE (vector verb for physical transfer),COMPLETIVE,ASPECT,zīr-õ kāy-õ,seize.PRS-1SG come.PRS-1SG,'I will bring (her) back (lit. seize and come)',Korn & Nourzaei 2019: 648,source not certain,3,2,2,1,2,2,1,1,1,0,1,0,1,1,0,0
,23066,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,New Persian,Proto-Iranian,*xwaz-,'want' (in PRESENT),'want',LEXICAL,xwāh,FUTURE,FUTURE,TENSE,xwāh-am raft,want.PRS-1SG go.PST,'I will go',Korn 2020: 483,,3,2,3,1,3,3,3,1,1,0,1,0,1,1,1,0
,23067,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,west2369,pes,Iranian,New Persian,Proto-Iranian,*xwaz-,'want' (in PRESENT),'want',LEXICAL,xwāh,PROXIMATIVE,PROXIMATIVE (ASPECT),ASPECT,mī-xwāh-ad biy-oft-ad,PRS-want-3SG SBJB-fall-3SG,'is about to fall',Rafiei 2017: 254,,3,2,2,1,3,3,1,1,1,0,1,0,1,1,0,0
,23068,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,balo1260,bcc,Iranian,Balochi,(Indo-Aryan loanword),lōṭ-,'want','want',LEXICAL,lōṭ-,NECESSITY,D-NECESSITY,MODALITY,manā likk-ag lōṭī,I.OBJ write-INF want-3SG,'I should write',Jahani & Korn 2009: 678,,3,2,2,1,3,1,1,1,1,0,1,0,1,0,0,0
,23069,30 Sources,other,Korn,Eurasia (excl. SEA),Eurasia,Indo-European,fars1255,fas,Iranian,New Persian,Proto-Iranian,*ǰan- ,'woman','woman',LEXICAL,zan,FEMALE,FEMALE,NOUN CLASSIFICATION,X=e zan,X=EZ woman,'a female X',Korn (personal communication),EZ = ezâfe (see above),2,2,1,1,3,1,1,1,1,1,0,0,1,0,0,0
,3001,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,p'el ,"'shell, shuck'","'shell, shuck'",LEXICAL,-p'éel,inanimate object CLASSIFIER,CLASSIFIER,NOUN CLASSIFICATION,ox-p'éel k'in-ak,three-CL.INAN day-PAST,'three days ago',Lehmann 2020: 808,"(shell, shuck > grain (of corn)); Target gets combined with a numeral prefix; note: the source may be written in colonial orthography",3,1,3,2,4,2,3,1,1,0,1,1,1,1,1,0
,3002,30 Sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,lay,DEMONSTRATIVE,DEMONSTRATIVE,DEMONSTRATIVE,le,DEFINITE ARTICLE,DEFINITE,DEFINITENESS,le nah=a',DEM house=R1,'this house',Lehmann 2020: 810,note: the source may be written in colonial orthography,3,2,3,1,3,1,1,1,1,0,1,0,1,0,0,0
,3003,30 Sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,hun,numeral 'one','one',LEXICAL,"hun, un",INDEFINITE ARTICLE,INDEFINITE,DEFINITENESS,hun-túul áak yéetel hun-túul kéeh,one-CL.AN tortoise and one-CL.AN deer,'a tortoise and a deer',Lehmann 2020: 811,note: the source may be written in colonial orthography,3,2,3,3,3,4,1,2,1,0,1,1,1,0,0,1
,3004,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,óok'ol,'top' (relational noun),'top',LEXICAL,óok'ol,"'on, above' (preposition)",UP (SPATIAL),CASE/ADPOSITION,t=in wóok'ol,LOC=A.1.SG on,'on me',Lehmann (personal communication),note: the source may be written in colonial orthography,3,1,2,1,1,2,4,2,1,0,1,0,0,1,1,1
,3005,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,óok'ol,'top' (relational noun),'top',LEXICAL,o'l,adposition 'on account of' (preposition),CAUSE (CASE),CASE/ADPOSITION,yo'l u k'oha'nil,because.of A.3 sickness,'because of his sickness',Lehmann (personal communication),"'top' (relational noun) > 'on, above' (spatial preposition) > 'on account of' (abstract preposition); note: the source may be written in colonial orthography",3,2,2,1,1,2,4,2,1,0,1,0,0,1,1,1
,3006,30 Sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,la,deictic element ('this'),PROXIMAL (SPATIAL),DEMONSTRATIVE,"=la', =a'",this' (deictic clitics),PROXIMAL (SPATIAL),OTHER,le nah=a',DEM house=R1,'this house',Lehmann 2020: 810,note: the source may be written in colonial orthography,3,2,4,2,4,3,4,4,1,0,1,1,1,1,1,1
,3007,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,bah,"'counterpart, replica'",'counterpart',LEXICAL,báah,REFLEXIVE ('self'),REFLEXIVE,VALENCY CHANGE,t=u ya'l-ah t=u báah,PRFV=A.3 say-CMPL LOC=A.3 self,'he said to himself',Lehmann 2020: 823,note: the source may be written in colonial orthography,2,2,2,1,1,2,1,1,1,0,1,0,0,1,0,0
,3008,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,máak(-x),"'person, human being' (-FOCUS)","'person, human being'",LEXICAL,máax,'who' (INTERROGATIVE PRONOUN),INTERROGATIVE PROFORM,PRONOUN/PROVERB,máax le máak=o',who DEM person=R2,'Who is that person?,Lehmann (personal communication),note: the source may be written in colonial orthography,3,2,3,1,2,2,1,1,1,0,1,0,1,1,0,0
,3009,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,lic,'this time span' ,'this time span',LEXICAL,k,IMPERFECTIVE aspect,IMPERFECTIVE,ASPECT,k=u ts'o<'>n-ol,IPFV=A.3 shoot<PASS>-INCMPL,'it is shot',Lehmann 2020: 826,note: the source may be written in colonial orthography,3,3,4,3,3,4,4,1,1,1,1,1,1,1,1,0
,3010,other sources,Handbook,Lehmann,North America,North America,Mayan,yuca1254,yua,Yucatecan,Yucatec ,,táan (+ in/a/u),"'front, middle' (relational noun) (+ Set A indices)",'front',LEXICAL,"tíin, táan, túun",PROGRESSIVE aspect,PROGRESSIVE,ASPECT,Táan wáah a bin?,PROG INT A.2 go(INCMPL),'Are you going (leaving)?',Lehmann 2020: 831,note: the source may be written in colonial orthography,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0
