ID,Construction_ID,Parameter_ID,Code_ID,Value,Source,Comment,Example_IDs
572-value-semantic-integrity,572,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
572-value-phonetic-reduction,572,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
572-value-paradigmaticity,572,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
572-value-bondedness,572,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
572-value-paradigmatic-variability,572,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
572-value-syntagmatic-variability,572,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
572-value-decategorization,572,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
572-value-allomorphy,572,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
572-change-semantic-integrity,572,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
572-change-phonetic-reduction,572,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
572-change-paradigmaticity,572,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
572-change-bondedness,572,change-bondedness,change-bondedness-0,0 no,,,
572-change-paradigmatic-variability,572,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
572-change-syntagmatic-variability,572,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
572-change-decategorization,572,change-decategorization,change-decategorization-0,0 no,,,
572-change-allomorphy,572,change-allomorphy,change-allomorphy-0,0 no,,,
573-target-meaning-type,573,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
573-source,573,source,,"'do, make'",,*ti(n),18023-tin-ndi-causative
573-value-semantic-integrity,573,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
573-value-phonetic-reduction,573,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
573-value-paradigmaticity,573,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
573-value-bondedness,573,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
573-value-paradigmatic-variability,573,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
573-value-syntagmatic-variability,573,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
573-value-decategorization,573,value-decategorization,value-decategorization-4,4 total decategorization,,,
573-value-allomorphy,573,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
573-change-semantic-integrity,573,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
573-change-phonetic-reduction,573,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
573-change-paradigmaticity,573,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
573-change-bondedness,573,change-bondedness,change-bondedness-1,1 yes,,,
573-change-paradigmatic-variability,573,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
573-change-syntagmatic-variability,573,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
573-change-decategorization,573,change-decategorization,change-decategorization-1,1 yes,,,
573-change-allomorphy,573,change-allomorphy,change-allomorphy-0,0 no,,,
574-target-meaning-type,574,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
574-source,574,source,,"'do, make'",,*ti(n),18027-tin-ri-antipassive
574-value-semantic-integrity,574,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
574-value-phonetic-reduction,574,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
574-value-paradigmaticity,574,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
574-value-bondedness,574,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
574-value-paradigmatic-variability,574,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
574-value-syntagmatic-variability,574,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
574-value-decategorization,574,value-decategorization,value-decategorization-4,4 total decategorization,,,
574-value-allomorphy,574,value-allomorphy,value-allomorphy-2,2 phonologically conditioned allomorphy,,,
574-change-semantic-integrity,574,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
574-change-phonetic-reduction,574,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
574-change-paradigmaticity,574,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
574-change-bondedness,574,change-bondedness,change-bondedness-1,1 yes,,,
574-change-paradigmatic-variability,574,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
574-change-syntagmatic-variability,574,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
574-change-decategorization,574,change-decategorization,change-decategorization-1,1 yes,,,
574-change-allomorphy,574,change-allomorphy,change-allomorphy-1,1 yes,,,
575-target-meaning-type,575,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
575-source,575,source,,HABITUAL aux,,kàrí,18028-kari-ka-incompletive
575-value-semantic-integrity,575,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
575-value-phonetic-reduction,575,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
575-value-paradigmaticity,575,value-paradigmaticity,value-paradigmaticity-4,4 a small and homogeneous paradigm,,,
575-value-bondedness,575,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
575-value-paradigmatic-variability,575,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
575-value-syntagmatic-variability,575,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
575-value-decategorization,575,value-decategorization,value-decategorization-4,4 total decategorization,,,
575-value-allomorphy,575,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
575-change-semantic-integrity,575,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
575-change-phonetic-reduction,575,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
575-change-paradigmaticity,575,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
575-change-bondedness,575,change-bondedness,change-bondedness-0,0 no,,,
575-change-paradigmatic-variability,575,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
575-change-syntagmatic-variability,575,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
575-change-decategorization,575,change-decategorization,change-decategorization-1,1 yes,,,
575-change-allomorphy,575,change-allomorphy,change-allomorphy-0,0 no,,,
576-target-meaning-type,576,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
576-source,576,source,,'fall',,bòyí,18034-boyi-boyi-changeofstate
576-value-semantic-integrity,576,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
576-value-phonetic-reduction,576,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
576-value-paradigmaticity,576,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
576-value-bondedness,576,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
576-value-paradigmatic-variability,576,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
576-value-syntagmatic-variability,576,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
576-value-decategorization,576,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
576-value-allomorphy,576,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
576-change-semantic-integrity,576,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
576-change-phonetic-reduction,576,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
576-change-paradigmaticity,576,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
576-change-bondedness,576,change-bondedness,change-bondedness-0,0 no,,,
576-change-paradigmatic-variability,576,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
576-change-syntagmatic-variability,576,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
576-change-decategorization,576,change-decategorization,change-decategorization-0,0 no,,,
576-change-allomorphy,576,change-allomorphy,change-allomorphy-0,0 no,,,
577-target-meaning-type,577,target-meaning-type,target-meaning-type-verbalcategoriesother,"VERBAL CATEGORIES, OTHER",,,
577-source,577,source,,QUOTATIVE marker,,kó,18040-ko-ko-imminence
577-value-semantic-integrity,577,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
577-value-phonetic-reduction,577,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
577-value-paradigmaticity,577,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
577-value-bondedness,577,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
577-value-paradigmatic-variability,577,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
577-value-syntagmatic-variability,577,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
577-value-decategorization,577,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
577-value-allomorphy,577,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
577-change-semantic-integrity,577,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
577-change-phonetic-reduction,577,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
577-change-paradigmaticity,577,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
577-change-bondedness,577,change-bondedness,change-bondedness-0,0 no,,,
577-change-paradigmatic-variability,577,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
577-change-syntagmatic-variability,577,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
577-change-decategorization,577,change-decategorization,change-decategorization-0,0 no,,,
577-change-allomorphy,577,change-allomorphy,change-allomorphy-0,0 no,,,
578-target-meaning-type,578,target-meaning-type,target-meaning-type-tense,TENSE,,,
578-source,578,source,,'old times',,*núŋ,18046-nu-nu-past
578-value-semantic-integrity,578,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
578-value-phonetic-reduction,578,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
578-value-paradigmaticity,578,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
578-value-bondedness,578,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
578-value-paradigmatic-variability,578,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
578-value-syntagmatic-variability,578,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
578-value-decategorization,578,value-decategorization,value-decategorization-4,4 total decategorization,,,
578-value-allomorphy,578,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
578-change-semantic-integrity,578,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
578-change-phonetic-reduction,578,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
578-change-paradigmaticity,578,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
578-change-bondedness,578,change-bondedness,change-bondedness-0,0 no,,,
578-change-paradigmatic-variability,578,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
578-change-syntagmatic-variability,578,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
578-change-decategorization,578,change-decategorization,change-decategorization-1,1 yes,,,
578-change-allomorphy,578,change-allomorphy,change-allomorphy-0,0 no,,,
579-target-meaning-type,579,target-meaning-type,target-meaning-type-agreement,AGREEMENT,,,
579-source,579,source,,PERSONAL PRONOUN (1 PL.CPL / 1. SG.CPL),,"ŋà, ŋá",18049-aa-aa-agreement
579-value-semantic-integrity,579,value-semantic-integrity,value-semantic-integrity-4,4 purely syntactic function,,,
579-value-phonetic-reduction,579,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
579-value-paradigmaticity,579,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
579-value-bondedness,579,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
579-value-paradigmatic-variability,579,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
579-value-syntagmatic-variability,579,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
579-value-decategorization,579,value-decategorization,value-decategorization-4,4 total decategorization,,,
579-value-allomorphy,579,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
579-change-semantic-integrity,579,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
579-change-phonetic-reduction,579,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
579-change-paradigmaticity,579,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
579-change-bondedness,579,change-bondedness,change-bondedness-0,0 no,,,
579-change-paradigmatic-variability,579,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
579-change-syntagmatic-variability,579,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
579-change-decategorization,579,change-decategorization,change-decategorization-0,0 no,,,
579-change-allomorphy,579,change-allomorphy,change-allomorphy-0,0 no,,,
580-target-meaning-type,580,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
580-source,580,source,,postposition (INSTRUMENT and other functions),,lá,18050-la-la-complementizer
580-value-semantic-integrity,580,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
580-value-phonetic-reduction,580,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
580-value-paradigmaticity,580,value-paradigmaticity,value-paradigmaticity-4,4 a small and homogeneous paradigm,,,
580-value-bondedness,580,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
580-value-paradigmatic-variability,580,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
580-value-syntagmatic-variability,580,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
580-value-decategorization,580,value-decategorization,value-decategorization-4,4 total decategorization,,,
580-value-allomorphy,580,value-allomorphy,value-allomorphy-2,2 phonologically conditioned allomorphy,,,
580-change-semantic-integrity,580,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
580-change-phonetic-reduction,580,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
580-change-paradigmaticity,580,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
580-change-bondedness,580,change-bondedness,change-bondedness-1,1 yes,,,
580-change-paradigmatic-variability,580,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
580-change-syntagmatic-variability,580,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
580-change-decategorization,580,change-decategorization,change-decategorization-0,0 no,,,
580-change-allomorphy,580,change-allomorphy,change-allomorphy-0,0 no,,,
581-target-meaning-type,581,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
581-source,581,source,,'say',,kó,18051-ko-ko-complementizer
581-value-semantic-integrity,581,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
581-value-phonetic-reduction,581,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
581-value-paradigmaticity,581,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
581-value-bondedness,581,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
581-value-paradigmatic-variability,581,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
581-value-syntagmatic-variability,581,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
581-value-decategorization,581,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
581-value-allomorphy,581,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
581-change-semantic-integrity,581,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
581-change-phonetic-reduction,581,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
581-change-paradigmaticity,581,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
581-change-bondedness,581,change-bondedness,change-bondedness-0,0 no,,,
581-change-paradigmatic-variability,581,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
581-change-syntagmatic-variability,581,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
581-change-decategorization,581,change-decategorization,change-decategorization-0,0 no,,,
581-change-allomorphy,581,change-allomorphy,change-allomorphy-0,0 no,,,
582-target-meaning-type,582,target-meaning-type,target-meaning-type-relativization,RELATIVIZATION,,,
582-source,582,source,,DEMONSTRATIVE,,"mɛ̂n, mîn",18052-mnmin-mnmin-relativizer
582-value-semantic-integrity,582,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
582-value-phonetic-reduction,582,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
582-value-paradigmaticity,582,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
582-value-bondedness,582,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
582-value-paradigmatic-variability,582,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
582-value-syntagmatic-variability,582,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
582-value-decategorization,582,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
582-value-allomorphy,582,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
582-change-semantic-integrity,582,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
582-change-phonetic-reduction,582,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
582-change-paradigmaticity,582,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
582-change-bondedness,582,change-bondedness,change-bondedness-0,0 no,,,
582-change-paradigmatic-variability,582,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
582-change-syntagmatic-variability,582,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
582-change-decategorization,582,change-decategorization,change-decategorization-0,0 no,,,
582-change-allomorphy,582,change-allomorphy,change-allomorphy-0,0 no,,,
583-target-meaning-type,583,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
583-source,583,source,,PARTICLE meaning 'only',,dóróŋ,18054-doro-doro-temporalmarker
583-value-semantic-integrity,583,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
583-value-phonetic-reduction,583,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
583-value-paradigmaticity,583,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
583-value-bondedness,583,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
583-value-paradigmatic-variability,583,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
583-value-syntagmatic-variability,583,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
583-value-decategorization,583,value-decategorization,value-decategorization-4,4 total decategorization,,,
583-value-allomorphy,583,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
583-change-semantic-integrity,583,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
583-change-phonetic-reduction,583,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
583-change-paradigmaticity,583,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
583-change-bondedness,583,change-bondedness,change-bondedness-0,0 no,,,
583-change-paradigmatic-variability,583,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
583-change-syntagmatic-variability,583,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
583-change-decategorization,583,change-decategorization,change-decategorization-0,0 no,,,
583-change-allomorphy,583,change-allomorphy,change-allomorphy-0,0 no,,,
584-target-meaning-type,584,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
584-source,584,source,,(3SG COMPLETIVE 3SG +) 'find' ('it has found that'),,(à yè à +) tàrá,18056-ayeatara-ayeatara-subordinator
584-value-semantic-integrity,584,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
584-value-phonetic-reduction,584,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
584-value-paradigmaticity,584,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
584-value-bondedness,584,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
584-value-paradigmatic-variability,584,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
584-value-syntagmatic-variability,584,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
584-value-decategorization,584,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
584-value-allomorphy,584,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
584-change-semantic-integrity,584,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
584-change-phonetic-reduction,584,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
584-change-paradigmaticity,584,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
584-change-bondedness,584,change-bondedness,change-bondedness-0,0 no,,,
584-change-paradigmatic-variability,584,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
584-change-syntagmatic-variability,584,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
584-change-decategorization,584,change-decategorization,change-decategorization-0,0 no,,,
584-change-allomorphy,584,change-allomorphy,change-allomorphy-0,0 no,,,
585-target-meaning-type,585,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
585-source,585,source,,QUOTATIVE marker,,kó,18058-ko-ko-subordinator
585-value-semantic-integrity,585,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
585-value-phonetic-reduction,585,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
585-value-paradigmaticity,585,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
585-value-bondedness,585,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
585-value-paradigmatic-variability,585,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
585-value-syntagmatic-variability,585,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
585-value-decategorization,585,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
585-value-allomorphy,585,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
585-change-semantic-integrity,585,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
585-change-phonetic-reduction,585,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
585-change-paradigmaticity,585,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
585-change-bondedness,585,change-bondedness,change-bondedness-0,0 no,,,
585-change-paradigmatic-variability,585,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
585-change-syntagmatic-variability,585,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
585-change-decategorization,585,change-decategorization,change-decategorization-0,0 no,,,
585-change-allomorphy,585,change-allomorphy,change-allomorphy-0,0 no,,,
586-target-meaning-type,586,target-meaning-type,target-meaning-type-modality,MODALITY,,,
586-source,586,source,,'until' (preposition/conjunction),,fó,18060-fo-fo-dnecessity
586-value-semantic-integrity,586,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
586-value-phonetic-reduction,586,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
586-value-paradigmaticity,586,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
586-value-bondedness,586,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
586-value-paradigmatic-variability,586,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
586-value-syntagmatic-variability,586,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
586-value-decategorization,586,value-decategorization,value-decategorization-4,4 total decategorization,,,
586-value-allomorphy,586,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
586-change-semantic-integrity,586,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
586-change-phonetic-reduction,586,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
586-change-paradigmaticity,586,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
586-change-bondedness,586,change-bondedness,change-bondedness-0,0 no,,,
586-change-paradigmatic-variability,586,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
586-change-syntagmatic-variability,586,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
586-change-decategorization,586,change-decategorization,change-decategorization-0,0 no,,,
586-change-allomorphy,586,change-allomorphy,change-allomorphy-0,0 no,,,
587-target-meaning-type,587,target-meaning-type,target-meaning-type-verbaldeixis,VERBAL DEIXIS,,,
587-source,587,source,,'come' (+ 'here'),,nǎa (+ jǎŋ),18061-naaja-na-venitive
587-value-semantic-integrity,587,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
587-value-phonetic-reduction,587,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
587-value-paradigmaticity,587,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
587-value-bondedness,587,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
587-value-paradigmatic-variability,587,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
587-value-syntagmatic-variability,587,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
587-value-decategorization,587,value-decategorization,value-decategorization-4,4 total decategorization,,,
587-value-allomorphy,587,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
587-change-semantic-integrity,587,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
587-change-phonetic-reduction,587,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
587-change-paradigmaticity,587,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
587-change-bondedness,587,change-bondedness,change-bondedness-0,0 no,,,
587-change-paradigmatic-variability,587,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
587-change-syntagmatic-variability,587,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
587-change-decategorization,587,change-decategorization,change-decategorization-1,1 yes,,,
587-change-allomorphy,587,change-allomorphy,change-allomorphy-0,0 no,,,
588-target-meaning-type,588,target-meaning-type,target-meaning-type-copulaic,COPULAIC,,example from Kita Mandinka,
588-source,588,source,,"'see, look' (.IMP)",,yé,18062-ye-ye-copula
588-value-semantic-integrity,588,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
588-value-phonetic-reduction,588,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
588-value-paradigmaticity,588,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
588-value-bondedness,588,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
588-value-paradigmatic-variability,588,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
588-value-syntagmatic-variability,588,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
588-value-decategorization,588,value-decategorization,value-decategorization-4,4 total decategorization,,,
588-value-allomorphy,588,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
588-change-semantic-integrity,588,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
588-change-phonetic-reduction,588,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
588-change-paradigmaticity,588,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
588-change-bondedness,588,change-bondedness,change-bondedness-0,0 no,,,
588-change-paradigmatic-variability,588,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
588-change-syntagmatic-variability,588,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
588-change-decategorization,588,change-decategorization,change-decategorization-1,1 yes,,,
588-change-allomorphy,588,change-allomorphy,change-allomorphy-0,0 no,,,
589-target-meaning-type,589,target-meaning-type,target-meaning-type-caseadposition,CASE/ADPOSITION,,,
589-source,589,source,,preposition/conjunction 'until',,fó,18064-fo-fo-except
589-value-semantic-integrity,589,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
589-value-phonetic-reduction,589,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
