ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Source_comment
25049-aki-aciakwi-diminutive,korean,Iph-aki-ka pwutulep-ta,Iph-aki-ka	pwutulep-ta,leaf-baby-NOM	be.soft-DEC,The small leaf is soft.,,,,,Rhee (personal communication)
25050-eo-eo-durative,korean,kamca-man mek-e.o-ass-ta,kamca-man	mek-e.o-ass-ta,potato-only	eat-CONT-PST-DEC,(I) have lived on potatoes only.,,,,,Rhee (personal communication)
25051-i-i-copula,korean,ku-nun haksayng-i-ta,ku-nun	haksayng-i-ta,he-TOP	student-COP-DEC,He is a student.,,,,,Rhee (personal communication)
25052-eyaha-eyaha-dnecessity,korean,ne-nun ka-ya.ha-n-ta,ne-nun	ka-ya.ha-n-ta,you-TOP	go-OBL-PRES-DEC,You must go.,,,,,Rhee (personal communication)
25053-ha-ha-proverb,korean,"Ung, ta ha-yss-e","Ung,	ta	ha-yss-e",yes	all	PRVB-PST-END,"Yes, I did (finish) it all.",,,,,Rhee (personal communication)
25054-ecwu-ecwu-benefactive,korean,i kes com tul-e.cwu-e,i	kes	com	tul-e.cwu-e,this	thing	please	lift-BEN-END,Please carry (lit. lift) this for me.,,,,,Rhee (personal communication)
25055-eka-eka-changeofstate,korean,kkoch-i situl-e.ka-ss-ta,kkoch-i	situl-e.ka-ss-ta,flower-NOM	wither-COS-PST-DEC,Flowers became withered.,,,,,Rhee (personal communication)
25056-son-son-classifier,korean,kotunge han son,kotunge	han	son,mackerel	one	CLSF,2 mackerels,,,,,Rhee (personal communication)
25057-meli-meli-pejorative,korean,hayngsil-meli,hayngsil-meli,act-PEJ,act [PEJORATIVE],,,,,Rhee (personal communication)
25058-enoh-enoh-completive,korean,swukcey ta ha-e.noh-ass-e,swukcey	ta	ha-e.noh-ass-e,homework	all	do-COMPLETIVE-PST-END,I have completed my homework.,,,,,Rhee (personal communication)
25059-isalam-isalam-personalpronoun,korean,i.salam cengsin-i naka-ss-ney,i.salam	cengsin-i	naka-ss-ney,this.person	mind-NOM	go.out-PST-EXCLAMATIVE,This person (= you/he/she) is out of (your/his/her) mind. / This person lost reason.,,,,,Rhee (personal communication)
25060-han-han-same,korean,wuli-n han tongney chwulsin-i-ta,wuli-n	han	tongney	chwulsin-i-ta,we-TOP	one	village	origin-COP-DEC,We come from the same village.,,,,,Rhee (personal communication)
25061-han-han-some,korean,mos han tases kay-man cwu-e,mos	han	tases	kay-man	cwu-e,nail	APPROXIMATIVE	five	CLSF-only	give-END,Give me about five nails.,,,,,Rhee (personal communication)
25062-poko-poko-allative,korean,ku-nun na-poko papo-la ha-n-ta,ku-nun	na-poko	papo-la	ha-n-ta,he-TOP	I-ALLAT	fool-COMP	say-PRES-DEC,He calls me a fool. / He says to me that I am a fool.,,,,,Rhee (personal communication)
25063-potakua-pota-comparativecase,korean,John-i Bob-pota khu-ta,John-i	Bob-pota	khu-ta,John-NOM	Bob-than	be.big-DEC,John is taller than Bob.,,,,,Rhee (personal communication)
25064-koancass-koancass-habitual,korean,ku-nun mayil nakksi-man ha-ko.ancass-ta,ku-nun	mayil	nakksi-man	ha-ko.ancass-ta,he-TOP	everyday	fishing-only	do-HAB-DEC,He is fishing everyday! (It's despicable.),,,,,Rhee (personal communication)
25065-ekaciko-ekacko-causeconjunction,korean,wus-ki-e.kacko mal-ul mos ha-keyss-ta,wus-ki-e.kacko	mal-ul	mos	ha-keyss-ta,laugh-CAUS-CONN	word-ACC	cannot	say-FUT-DEC,It is so funny I cannot say a word.,,,,,Rhee (personal communication)
25066-lkesiya-lkey-promissive,korean,te yelsimhi ha-l.key,te	yelsimhi	ha-l.key,more	diligently	do-END,I promise I will work harder.,,,,,Rhee (personal communication)
25067-nakkasiph-nakkasiph-evidentialinferential,korean,pi-ka o-nun-ka.siph-ta,pi-ka	o-nun-ka.siph-ta,rain-NOM	come-PRES-INF-DEC,It seems to be raining.,,,,,Rhee (personal communication)
25068-tasiphi-tasiphi-similativeconjunction,korean,po-tasiphi amwu-to eps-ta,po-tasiphi	amwu-to	eps-ta,see-SIMILATIVE	no.one-even	not.exist-DEC,"As you see, there is no one here.",,,,,Rhee (personal communication)
25069-thyeylo-chelem-similativecase,korean,ku-nun kom-chelem twunha-ta,ku-nun	kom-chelem	twunha-ta,he-TOP	bear-SIMILATIVE	be.slow-DEC,He is slow like a bear.,,,,,Rhee (personal communication)
25070-uyyephey-uyyephey-locative,korean,kil-yephey kang-i iss-ta,kil-yephey	kang-i	iss-ta,road-POST	river-NOM	exist-DEC,There is a river flowing {beside/at/near/next to} the road.,,,,,Rhee (personal communication)
14005-hqad-hat-locative,kott,ses-ka,ses-ka,river-LOC,at the river,,,,bisang_9_2020[439],
14017-autoo-autoo-agreement,kott,b4-a3-la2-paj0-aŋ-3,b4-a3-la2-paj0-aŋ-3,3INAN.OBJ4-PST3/2-make0-1SG.SBJ-3,I made it.,,,,bisang_9_2020[448],
18045-ko-ko-bnecessity,koyaga,À kó mabri làda,À	kó	mabri	làda,3SG	say	car.D	repair,He wants to repair the car,,,,bisang_16_2020[714],
11013-liji-liji-ordinalnumeral,kryz,šibur liji,šibur	liji,three	saying(=ORD),third,,,,bisang_6_2020[320],
11016-vujiz-vujiz-causative,kryz,χinib-ar-ir fura-z jak ʁajn-iz vu-jiǯ,χinib-ar-ir	fura-z	jak	ʁajn-iz	vu-jiǯ,woman-PL-ERG	man-DAT	meat.ABS	take-INF	give-AOR.IV,The women made the man buy meat.,,,,bisang_6_2020[322],
11026-raaa-raaa-progressive,kryz,ik-re ki sa-b buʔu aǯdaha ʕašxva-ra ʕaǯu,ik-re	ki	sa-b	buʔu	aǯdaha	ʕašxva-ra	ʕaǯu,look-PRS	PTCL	one-F	large	dragon.ABS.F	F.arrive-MNR	be.in.PRS.F,He sees that a big dragon is approaching (him).,,,,bisang_6_2020[327],
11030-ija-ija-future,kryz,kurac'i-ja,kurac'i-ja,slaughter-FUT,will slaughter,,,,bisang_6_2020[327],
23058-aiwakaka-ek-indefinite,kurdishkurmanji,mal-ek,mal-ek,house-IND,a house,,,,,Paul 1994: 22
23010-aka-ak-definite,kurdishsorani,pyāw-ak-ān,pyāw-ak-ān,man-DEF-PL,the men,,,,bisang_10_2020[471],
11006-xajitani-xajitani-indefinite,lezgian,wuč xajit'a꞊ni,wuč	xajit'a꞊ni,what	INDEF=ADD,anything,,,,bisang_6_2020[318],
11010-sa-sa-pronounnegation,lezgian,sa zat'꞊ni,sa	zat'꞊ni,one	thing=ADD,nothing,,,,bisang_6_2020[319],
11020-xun-xun-anticausative,lezgian,aq'al xun,aq'al	xun,close(tr.)	become,close (intr.),,,,haspelmath_grammar_1993[166],
11023-na-na-past,lezgian,awu-na,awu-na,do.PF-AOR,did or having done,,,,bisang_6_2020[326],
11025-naawa-nwa-perfectaspect,lezgian,awu-nwa,awu-nwa,do.PF-PRF,has done,,,,bisang_6_2020[326],
11033-zama-zma-durative,lezgian,raχa-zma,raχa-zma,talk-PRS.CONT,is still talking,,,,bisang_6_2020[329],
11038-luhuda-lda-evidentialreported,lezgian,qːe sobranie že-da-lda,qːe	sobranie	že-da-lda,today	meeting.ABS	be-FUT=REP,They say that there will be a meeting today.,,,,,Maisak (personal communication)
11042-taak-taak-verificative,lezgian,am jak rugu-nwa-t'a-kːʷa-z fe-na,am	jak	rugu-nwa-t'a-kːʷa-z	fe-na,DEM	meat	boil-PRF-COND-see/VERIF-INF	go-AOR,He went to check whether the meat was cooked,,,,bisang_6_2020[335],
11044-qiu-qiu-iterative,lezgian,q-lahun,q-lahun,RE-say.MSD,say again,,,,bisang_6_2020[337],
11046-s-z-infinitive,lezgian,iji-z,iji-z,do-INF,to do,,,,,Maisak (personal communication)
11050-luhuz-luhuz-complementizer,lezgian,wiri ha ik' qsan-diz kütäh xa-na luhu-z am šad tːir,wiri	ha	ik'	qsan-diz	kütäh	xa-na	luhu-z	am	šad	tːir,all	that.ABS	so	good-ADV	end	become-AOR	say.IPF-CVB	s/he.ABS	glad	COP:PST,She was glad that everything ended so well.,,,,bisang_6_2020[343],
11062-pataldi-pataldi-benefactive,lezgian,Daʁustan.di-n hukumat.di mualim-ar pataldi kurs-ar teškil-na,Daʁustan.di-n	hukumat.di	mualim-ar	pataldi	kurs-ar	teškil-na,Daghestan-GEN	government.ERG	teacher-PL	for	course-PL	organize-AOR,The Daghestanian government organized courses for teachers.,,,,,Maisak (personal communication)
8021-das-das-hortative,lowersorbian,Da-ś pśiź-o!,Da-ś	pśiź-o!,give[.PFV]-INF	come[.PFV]-PRS.3PL,May they come!,,,,,Wiemer (personal communication)
8022-das-das-exist,lowersorbian,"to dawe-ja ludź-i, kiž …","to	dawe-ja	ludź-i,	kiž	…","it	give[.IPFV]-PRS.3PL	people-NOM,	who	…",There are people who...,,,,,Wiemer (personal communication)
23007-gala-gal-plural,luri,xar-gal,xar-gal,donkey-PL,the donkeys,,,,lecoq_les_1989[344],
8001-ov-ov-definite,macedonian,Zem-i ja kniga-va,Zem-i	ja	kniga-va,take-IMP.SG	3SG.ACC.F	book[.F]-DEF.SG.F,Take the book (right here)!,,,,,Wiemer (personal communication)
8025-nehati-neka-concessiveconjunction,macedonian,"Neka me kritikuva-at posle, jas k'e im ja kaž-am vistin-a-ta!","Neka	me	kritikuva-at	posle,	jas	k'e	im	ja	kaž-am	vistin-a-ta!","Neka	1SG.ACC	criticize[.IPFV]-PRS.3PL	later,	1SG.NOM	FUT	3PL.DAT	3SG.F.ACC	tell[.PFV]-PRS.1SG	truth[F]-SG-DEF.SG.F","May they criticize me afterwards, I'll tell them the truth!",,,,,Wiemer (personal communication)
24003-ia-a-definite,makassarese,Bambang=i allo-a.,Bambang=i	allo-a.,hot=3	day-DEF,The day is hot.,,,,bisang_25_2020[1055],
9017-ugi-gi-associatedmotion,manchu,ala-ŋgi,ala-ŋgi,report-go,go to report,,,,bisang_8_2020[410-411],
22001-ba-ba-patientcase,mandarin,tā bǎ chábēi dǎ-suì le.,tā	bǎ	chábēi	dǎ-suì	le.,3sg	BA	teacup	hit-broken	ASP,She/he broke the teacup.,,,,,Sun & Bisang (personal communication)
22002-ba-ba-classifier,mandarin,liǎng bǎ dāo,liǎng	bǎ	dāo,two	NCL	knife,two knifes,,,,,Sun & Bisang (personal communication)
22003-bei-bei-passive,mandarin,tā bèi (mŭqīn) mà le.,tā	bèi	(mŭqīn)	mà	le.,3sg	BEI	(mother)	scold	ASP,She/he was scolded (by her/his mother).,,,,,Sun & Bisang (personal communication)
22004-wan-wan-resultativeaspect,mandarin,tā bǎ shuĭ hē-wán le.,tā	bǎ	shuĭ	hē-wán	le.,3sg	BA	water	drink-finish	ASP,She/he drank up the water.,,,,,Sun & Bisang (personal communication)
22005-liao-le-perfective,mandarin,tā dǎ-suì-le yī gè chábēi.,tā	dǎ-suì-le	yī	gè	chábēi.,3sg	hit-broken-PFV	one	NCL	teacup,She/he broke a teacup.,,,,,Sun & Bisang (personal communication)
22006-lai-le-perfectaspect,mandarin,tā xiě-wán zuòyè le.,tā	xiě-wán	zuòyè	le.,3sg	write-finish	homework	ASP,She/he finished (her/his) homework.,,,,,Sun & Bisang (personal communication)
22007-zhuo-zhe-durative,mandarin,tā zài chuáng-shàng tǎng-zhe.,tā	zài	chuáng-shàng	tǎng-zhe.,3sg	LOC	bed-on	lie-DUR,She/he is lying on the bed.,,,,bisang_14_2020[632],
22008-zai-zai-locative,mandarin,tā zài chuáng-shàng tǎng-zhe.,tā	zài	chuáng-shàng	tǎng-zhe.,3sg	LOC	bed-on	lie-DUR,She/he is lying on the bed.,,,,bisang_14_2020[632],
22009-zai-zai-progressive,mandarin,tā zài dǎ lánqiú.,tā	zài	dǎ	lánqiú.,3sg	PROG	play	basketball,She/he is playing basketball.,,,,bisang_14_2020[632],
22010-guo-guo-experiential,mandarin,tā shuāi-duàn-guo tui.,tā	shuāi-duàn-guo	tui.,3sg	fall-break-EXP	leg,She/he fell and broke her/his leg (once).,,,,,Sun & Bisang (personal communication)
22011-dao-dao-resultativeaspect,mandarin,tā kàn-dào-le nà fú huà.,tā	kàn-dào-le	nà	fú	huà.,3sg	look-arrive-PFV	that	NCL	picuture,She/he has seen that picture.,,,,,Sun & Bisang (personal communication)
22012-dao-dao-untilcaseconjunction,mandarin,tā bìxū gōngzuò dào wǎnshàng.,tā	bìxū	gōngzuò	dào	wǎnshàng.,3sg	must	work	until	evening,She/he has to work until the evening.,,,,,Sun & Bisang (personal communication)
22013-yao-yao-dnecessity,mandarin,xuéshēng-men yào bādiǎn yǐqián dào xiào.,xuéshēng-men	yào	bādiǎn	yǐqián	dào	xiào.,pupil-PL	must	8_o'clock	before	reach	school,Pupils must reach the school before 8 o'clock.,,,,bisang_14_2020[635],
22014-yao-yao-future,mandarin,yào xiàyŭ la.,yào	xiàyŭ	la.,FUT	rain	PTCL,It will rain.,,,,,Sun & Bisang (personal communication)
22015-neng-neng-pipossibility,mandarin,tā néng yóuyŏng.,tā	néng	yóuyŏng.,3sg	can	swim,She/he can swim.,,,,,Sun & Bisang (personal communication)
22016-gei-gei-recipientcase,mandarin,tā dài-le táng gěi Zhāngsān.,tā	dài-le	táng	gěi	Zhāngsān.,3sg	bring-PFV	candy	to/for	Zhangsan,She/he brought candies to Zhangsan.,,,,,Sun & Bisang (personal communication)
22017-gei-gei-passive,mandarin,Zhāngsān ràng rén gěi dǎ le.,Zhāngsān	ràng	rén	gěi	dǎ	le.,Zhangsan	let	people	GEI	beat	ASP,Zhangsan was beaten by some people.,,,,,Sun & Bisang (personal communication)
22018-lai-lai-venitive,mandarin,Zhāngsān zǒu-jìn-lái le.,Zhāngsān	zǒu-jìn-lái	le.,Zhangsan	walk-enter-come	ASP,Zhangsan entered (toward the speaker/deictic center).,,,,bisang_14_2020[624],
22019-shou-shou-classifier,mandarin,yī shŏu hǎo qí,yī	shŏu	hǎo	qí,one	NCL	good	chess,"a good chess-play, (be good at playing) chess",,,,,Sun & Bisang (personal communication)
22020-shi-shi-copula,mandarin,Lǔxùn shì Shàoxīng rén.,Lǔxùn	shì	Shàoxīng	rén.,Luxun	COP	Shaoxing	person,Luxun is a Shaoxing person.,,,,bisang_14_2020[642],
22021-yi-yi-all,mandarin,yī jiā rén qù lǚxíng.,yī	jiā	rén	qù	lǚxíng.,one	NCL.family	people	go	travel,The whole family goes on a journey.,,,,,Sun & Bisang (personal communication)
22022-jian-jian-resultativeaspect,mandarin,tā tīng-jiàn yŏu rén chànggē.,tā	tīng-jiàn	yŏu	rén	chànggē.,3sg	listen-see	there.be	people	sing,She/he heard people singing.,,,,,Sun & Bisang (personal communication)
22023-ren-ren-personalpronoun,mandarin,rén xiànzài bù xiăng qù le.,rén	xiànzài	bù	xiăng	qù	le.,3sg	now	not	want	go	ASP,Now she/he doesn't want to go any more.,,,,,Sun & Bisang (personal communication)
22024-tou-tou-classifier,mandarin,yī tóu wùshuĭ,yī	tóu	wùshuĭ,one	NCL	confusion,a state of confusion,,,,,Sun & Bisang (personal communication)
22025-qu-qu-venitive,mandarin,Zhāngsān zǒu-jìn-qù le.,Zhāngsān	zǒu-jìn-qù	le.,Zhangsan	walk-enter-go	ASP,Zhangsan entered (away from the speaker/deictic center).,,,,,Sun & Bisang (personal communication)
22026-de-de-epossibility,mandarin,Zhāngsān lā-de-kāi liánzi.,Zhāngsān	lā-de-kāi	liánzi.,Zhangsan	draw-DE-open	curtain,Zhangsan can draw the curtain open. (i.e. The curtain can be drawn open),,,,,Sun & Bisang (personal communication)
22027-gen-gen-comitative,mandarin,Zhāngsān gēn Lĭsì dōu zài.,Zhāngsān	gēn	Lĭsì	dōu	zài.,Zhangsan	COM	Lisi	both	be.here,Zhangsan and Lisi are both here.,,,,,Sun & Bisang (personal communication)
22028-gen-gen-behind,mandarin,Zhāngsān gēn-zhe Lĭsì zŏu zài hòumiàn.,Zhāngsān	gēn-zhe	Lĭsì	zŏu	zài	hòumiàn.,Zhangsan	following	Lisi	walk	LOC	back,Zhsangsan walks behind Lisi.,,,,,Sun & Bisang (personal communication)
22029-hui-hui-future,mandarin,Zhāngsān huì chénggōng de.,Zhāngsān	huì	chénggōng	de.,Zhangsan	will	success	DE,Zhsangsan will be successful.,,,,,Sun & Bisang (personal communication)
22030-shen-shen-classifier,mandarin,yī shēn bĕnshì,yī	shēn	bĕnshì,one	NCL	skills,(one's) skills,,,,,Sun & Bisang (personal communication)
22031-ge-ge-classifier,mandarin,sān gè rén,sān	gè	rén,three	NCL	person,three people,,,,,Sun & Bisang (personal communication)
22032-shang-shang-upspatial,mandarin,tā zài chuáng-shàng tǎng-zhe.,tā	zài	chuáng-shàng	tǎng-zhe.,3sg	LOC	bed-on	lie-DUR,She/he is lying on the bed.,,,,bisang_14_2020[632],
22033-shang-shang-perfective,mandarin,tā guān-shàng-le dēng.,tā	guān-shàng-le	dēng.,3sg	turn.off-ascend-PFV	light,She/he turned off the light.,,,,,Sun & Bisang (personal communication)
22034-bei-bei-behind,mandarin,Zhāngsān bèi-zhe Lĭsì zuò.,Zhāngsān	bèi-zhe	Lĭsì	zuò.,Zhangsan	with.back.to	Lisi	sit,Zhsangsan sits with his back to Lisi.,,,,,Sun & Bisang (personal communication)
18001-ni-lu-plural,mandinka,mùsôo-lú,mùsôo-lú,woman.D-PL,the women,,,,,Creissels (personal communication)
18003-la-la-apossessive,mandinka,mùsôo lá kódòo,mùsôo	lá	kódòo,woman.D	GEN	money.D,the money of the woman,,,,bisang_16_2020[701],
18004-o-o-definite,mandinka,Mùsôo máŋ nàa.,Mùsôo	máŋ	nàa.,woman.D	CPL.NEG	come,The woman did not come.,,,,bisang_16_2020[697],
18005-nin--definite,mandinka,ñǐŋ mùsûŋ,ñǐŋ	mùsûŋ,DEM	woman.D,this woman,,,,bisang_16_2020[702],
18006-a-a-definite,mandinka,à sàatêe,à	sàatêe,3SG	village.D,the village in question,,,,,Creissels (personal communication)
18007-do-doo-some,mandinka,sàatêe dóo,sàatêe	dóo,village.D	some,some village,,,,,Creissels (personal communication)
18009-bala-bala-contactspatial,mandinka,Lǒo ŋ́ bálà.,Lǒo	ŋ́	bálà.,stand	1SG	in.contact.with,Stand by me!,,,,,Creissels (personal communication)
18010-yaa-yaa-sidespatialcase,mandinka,À nǎa-tá ŋ̀ yǎa.,À	nǎa-tá	ŋ̀	yǎa.,3SG	come-CPL	1PL	home,He came to our place,,,,,Creissels (personal communication)
18015-kr-kr-down,mandinka,À tɛ́ sé à kɔ́rɔ́.,À	tɛ́	sé	à	kɔ́rɔ́.,3SG	ICPL.NEG	reach	3SG	under,He cannot bear it.,,,,,Creissels (personal communication)
18018-da-la-instrumental,mandinka,À těe mùrôo lá.,À	těe	mùrôo	lá.,3SG	cut	knife.D	with,Cut it with the knife.,,,,,Creissels (personal communication)
18019-ko-ko-similativeconjunction,mandinka,À kà fàrànsìkáŋò fó kó Tùbáabòo.,À	kà	fàrànsìkáŋò	fó	kó	Tùbáabòo.,3SG	ICPL	french.language.D	speak	like	European.D,He speaks French like a European.,,,,,Creissels (personal communication)
18023-tin-ndi-causative,mandinka,À yè bòotôo fá-ndi mànôo lá.,À	yè	bòotôo	fá-ndi	mànôo	lá.,3SG	CPL	bag.D	be.full-CAUS	rice.D	with,He filled the bag with rice.,,,,,Creissels (personal communication)
18027-tin-ri-antipassive,mandinka,À yè dómórôo ké.,À	yè	dómórôo	ké.,3SG	CPL	eat.ANTIP.D	do,He ate.,,,,,Creissels (personal communication)
18028-kari-ka-incompletive,mandinka,À kà fàrànsìkáŋò fó.,À	kà	fàrànsìkáŋò	fó.,3SG	ICPL	french.language.D	speak,He speaks French.,,,,,Creissels (personal communication)
18034-boyi-boyi-changeofstate,mandinka,Mùs-óo bòyí-tà kùmbóo-là.,Mùs-óo	bòyí-tà	kùmbóo-là.,woman.D	fall-CPL	cry-INF,The woman burst into tears.,,,,bisang_16_2020[712],
18040-ko-ko-imminence,mandinka,Yírôo kó à bé bòyìlà,Yírôo	kó	à	bé	bòyìlà,tree.D	QUOT	3SG	ICPL	fall,The tree is about/close to fall,,,,bisang_16_2020[713],
18046-nu-nu-past,mandinka,À táa-ta nǔŋ.,À	táa-ta	nǔŋ.,3SG	go-CPL	PST,He had left.,,,,,Creissels (personal communication)
18049-aa-aa-agreement,mandinka,Ń-tè lè ŋá fòolèesúw-òo dàdàa.,Ń-tè	lè	ŋá	fòolèesúw-òo	dàdàa.,1SG-EMPH	FOC	CPL.1SG	bicycle-D	repair,It's me who repaired the bicycle.,,,,bisang_16_2020[715],
18050-la-la-complementizer,mandinka,À làfí-tà táa-là.,À	làfí-tà	táa-là.,3SG	want-CPL	leave-INF,He wants to leave.,,,,,Creissels (personal communication)
18051-ko-ko-complementizer,mandinka,Ŋá à lóŋ [kó à bé dòokúw-ò sòtó-là ŋ̀ yè],Ŋá	à	lóŋ	[kó	à	bé	dòokúw-ò	sòtó-là	ŋ̀	yè],1SG.CPL	3SG	know	QUOT	3SG	COPLOC	work-D	get-INF	1SG	BEN,I know that he will get work for me.,,,,bisang_16_2020[717],
18052-mnmin-mnmin-relativizer,mandinka,"Í yé kèê míŋ kòntôŋ, ŋ́ máŋ à lôŋ.","Í	yé	kèê	míŋ	kòntôŋ,	ŋ́	máŋ	à	lôŋ.",2SG	CPL	man.D	REL	greet	1SG	CPL.NEG	3SG	know,I don't know the man that you greeted.,,,,,Creissels (personal communication)
18054-doro-doro-temporalmarker,mandinka,"À yè ŋ́ háyínàŋ dóróŋ, à yè ŋ́ súutèe.","À	yè	ŋ́	háyínàŋ	dóróŋ,	à	yè	ŋ́	súutèe.",3SG	CPL	1SG	see	only	3SG	CPL	1SG	recognize,"As soon as he saw me, he recognized me.",,,,bisang_16_2020[719],
18056-ayeatara-ayeatara-subordinator,mandinka,"À yè díŋó sòtó, à yè à tàrá à mâŋ fútûu fólóo.","À	yè	díŋó	sòtó,	à	yè	à	tàrá	à	mâŋ	fútûu	fólóo.",3SG	CPL	child.D	have	3SG	CPL	3SG	find	3SG	CPL.NEG	marry	first,She had a child while she was not yet married.,,,,,Creissels (personal communication)
18058-ko-ko-subordinator,mandinka,À yè ŋ́ kílì kó à bé kódòo díi-lá ŋ́ nà.,À	yè	ŋ́	kílì	kó	à	bé	kódòo	díi-lá	ŋ́	nà.,3SG	CPL	1SG	call	QUOT	3SG	ICPL	money.D	give-INF	1SG	to,He called me under the pretext of giving me money.,,,,,Creissels (personal communication)
18060-fo-fo-dnecessity,mandinka,Fó í yè bóoróo mìŋ.,Fó	í	yè	bóoróo	mìŋ.,OBLIG	2SG	SUBJ	medecine.D	drink,You must drink the medecine.,,,,bisang_16_2020[721],
18061-naaja-na-venitive,mandinka,Í bó-tá nǎŋ mùntóo?,Í	bó-tá	nǎŋ	mùntóo?,2SG	go_out	VEN	where,From where did you come here?,,,,,Creissels (personal communication)
18062-ye-ye-copula,mandinka,Kóngò yè ǹ nà.,Kóngò	yè	ǹ	nà.,hunger.D	COP	1SG	POSTP,I am hungry. (lit. Hunger is in me),,,,bisang_16_2020[723],
18064-fo-fo-except,mandinka,À mâŋ féŋ sǎŋ fó màanôo.,À	mâŋ	féŋ	sǎŋ	fó	màanôo.,3SG	CPL.NEG	thing	buy	except	rice.D,He didn't buy anything except rice.,,,,,Creissels (personal communication)
18065-fo-fo-squestion,mandinka,Fó wùlóo yè sùbóo tàa?,Fó	wùlóo	yè	sùbóo	tàa?,Q	dog.D	CPL	meat.D	take,Did the dog take the meat?,,,,bisang_16_2020[724],
18066-ko-ko-purposeconjunction,mandinka,À yè ŋ́ pàsîŋ kó ŋ́ kánáa dǔŋ.,À	yè	ŋ́	pàsîŋ	kó	ŋ́	kánáa	dǔŋ.,3SG	ACP	1SG	beckon	so_that	1SG	PROH	enter,He beckoned me not to enter.,,,,,Creissels (personal communication)
18078-naaja-na-venitive,mandinka,Í bó-tá nǎŋ mùntóo?,Í	bó-tá	nǎŋ	mùntóo?,2SG	go_out	VEN	where,From where did you come here?,,,,,Creissels (personal communication)
18080-soto-soto-hpossessive,mandinka,À yè báadíŋ-ò-lú sòtó ñǐŋ sàatêe tó.,À	yè	báadíŋ-ò-lú	sòtó	ñǐŋ	sàatêe	tó.,3SG	CPL	relative-D-PL	have	DEM	village.D	in,He has relatives in this village.,,,,,Creissels (personal communication)
18083-lafi-lafi-bnecessity,mandinka,À làfí-tà táa-là.,À	làfí-tà	táa-là.,3SG	want-CPL	leave-INF,He wants to leave.,,,,,Creissels (personal communication)
18084-lafi-lafi-proximativeaspect,mandinka,À làfí-tá fǎa-là.,À	làfí-tá	fǎa-là.,3SG	be_about_to-CPL	die-INF,He almost died.,,,,,Creissels (personal communication)
18032-banta-barabada-perfectaspect,maninkamori,À bárá sòbó sàn.,À	bárá	sòbó	sàn.,3SG	PRF	meat.D	buy,He has bought meat.,,,,,Creissels (personal communication)
18079-banta-barabada-completive,maninkamori,À bárá sòbó sàn.,À	bárá	sòbó	sàn.,3SG	PRF	meat.D	buy,He has bought meat.,,,,,Creissels (personal communication)
10014-avek-avekek-recipientcase,mauritiancreole,(av)ek ki sanla to'n don larzaṅ la?,(av)ek	ki	sanla	to'n	don	larzaṅ	la?,with	who	that.one	2SG.PFV	give	money	DEF,To whom have you given the money?,,,,bisang_27_2020[1113],
7001-ele-e-definite,mian,nakamîn=e imen=o eíl=e wen-ha-b-e=a,nakamîn=e	imen=o	eíl=e	wen-ha-b-e=a,man=SG.M	taro=PL.N1	pig=SG.M	eat.IPFV-3SG.M.R-DS.SIM-3SG.M.SBJ=MED,"While a pig was eating a man's taro, the man…",,,,bisang_24_2020[1011],
7002-dim-dim-superlative,mian,am mak dim,am	mak	dim,day	other	on,on another day,,,,,Fedden (personal communication)
7003-be-be-persistive,mian,yé genam be-b-i=be,yé	genam	be-b-i=be,there	roll.IPFV	PERSISTIVE-IPFV-1SG.SBJ=DECL,I keep rolling (a cigarette).,,,,bisang_24_2020[1018],
7004-bi-bi-durative,mian,é yé fu-bi-s-e=be,é	yé	fu-bi-s-e=be,3SG.M	there	cook-CONT-RPST-3SG.M.SBJ=DECL,He was cooking there.,,,,bisang_24_2020[1019],
7005-so-so-pastnear,mian,(sintalo) fu-n-eb-so=be,(sintalo)	fu-n-eb-so=be,(yesterday)	cook-REAL-2SG.SBJ-HPST=DECL,you cooked yesterday,,,,bisang_24_2020[1022],
7006-ub-ub-applicative,mian,un-u᷈b-ke-n-amab-i=be,un-u᷈b-ke-n-amab-i=be,go.PFV-BEN-2SG.R.PFV-aux.PFV-IRR.NANPL.SBJ-1SG.SBJ=DECL,I will go for you,,,,bisang_24_2020[1024],
7007-ib-ib-agreement,mian,naka=i wente᷈-n-ib=a,naka=i	wente᷈-n-ib=a,man=PL.AN	hear.PFV-SEQ-3PL.AN.SBJ=MED,"the men heard (him), and then …",,,,bisang_24_2020[1032],
7008-bi-b-switchreference,mian,ngaan-b-e=a naka=i wente᷈-n-ib=a,ngaan-b-e=a	naka=i	wente᷈-n-ib=a,call.IPFV-(DS.)SIM-3SG.M.SBJ=MED	man=PL.AN	hear.PFV-SEQ-3PL.AN.SBJ=MED,"While he was calling, the men heard (him), and then …",,,,bisang_24_2020[1032],
7009-tem-tem-locative,mian,sesǎ tem,sesǎ	tem,forest	in,in the forest,,,,,Fedden (personal communication)
7010-daa-daa-locative,mian,ase ablan-daa,ase	ablan-daa,tree.the	underside-at,at the underside of the tree,,,,bisang_24_2020[1018],
7011-deibo-deibo-completive,mian,é fǔt=e fu deibo᷈-n-e=be,é	fǔt=e	fu	deibo᷈-n-e=be,he	tobacco=ART	smoke	COMPL-REAL-3SG.M.SBJ=DECL,he finished smoking,,,,,Fedden (personal communication)
